id	surface	path_or_key	def	current_value	source_layer	readers	live_path	proposed_disposition	reason
F0075	features.json	environment.mode	features.json:173	paper	features.json	none - FeatureFlagManager.js:115 loads only data.features, discards data.environment	none	MOVE-TO-SETTINGS	orphaned key, not even loaded by FeatureFlagManager schema
F0076	features.json	environment.debug	features.json:174	false	features.json	none - same as F0075	none	MOVE-TO-SETTINGS	orphaned key
F0077	features.json	environment.logLevel	features.json:175	info	features.json	none - same as F0075	none	MOVE-TO-SETTINGS	orphaned key
E0001	env	ABSOLUTE_POSITION_CAP	ecosystem.config.js:116	0.15	env-stamp	ConfigLoader.js:2920	yes	MOVE-TO-SETTINGS	sizing cap customers can change
E0002	env	ACCOUNT_DRAWDOWN_PCT	ecosystem.config.js:107	-3.0	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0003	env	ALPACA_API_KEY	ecosystem.config.js:17	passthrough	env-stamp	ConfigLoader.js:976; BotStateFrame.js:120,127; NewsSearchProvider.js:104; server/dashboard-stock-stream-config.js:96,104,142,151; tools/data-parity-check.js:374	yes	KEEP-AS-CODE-CONSTANT	stays in .env (credential)
E0004	env	ALPACA_API_SECRET	ecosystem.config.js:18	passthrough	env-stamp	ConfigLoader.js:977; NewsSearchProvider.js:105; server/dashboard-stock-stream-config.js:97,105,143,152	yes	KEEP-AS-CODE-CONSTANT	stays in .env (credential)
E0005	env	ALPACA_MODE	ecosystem.config.js:89	paper	env-stamp	ConfigLoader.js:978,2982; BotStateFrame.js:128	yes	MOVE-TO-INTERNALS	derive from PROFILE
E0006	env	ALPACA_SYMBOLS	ecosystem.config.js:93	TSLA,NVDA,COIN,MARA,RIOT	env-stamp	ConfigLoader.js:979,2983; BotStateFrame.js:126	yes	MOVE-TO-SETTINGS	watchlist customer changes
E0007	env	ASSET_CLASS	ecosystem.config.js:90	stocks	env-stamp	ConfigLoader.js:983,2986; BotStateFrame.js:129; UnifiedPatternMemory.js:200	yes	MOVE-TO-SETTINGS	drives pattern-bank bucket and broker path
E0008	env	ATR_CONTRACTS_ENABLED	unstamped	-	env	ConfigLoader.js:838,3290	yes	MOVE-TO-SETTINGS	strategy behavior toggle
E0009	env	ATR_FILTER_ENABLED	ecosystem.config.js:110	true	env-stamp	ConfigLoader.js:907,3267; tools/config-audit.js:264	yes	MOVE-TO-SETTINGS	entry filter customer changes
E0010	env	ATR_MIN_PERCENT	ecosystem.config.js:111	0.40	env-stamp	ConfigLoader.js:908,3268	yes	MOVE-TO-SETTINGS	entry filter threshold
E0011	env	ATR_STOP_MULTIPLIER	unstamped	-	env	ConfigLoader.js:839,3291	yes	MOVE-TO-SETTINGS	exit sizing constant
E0012	env	ATR_TRAILING_ACTIVATION_R	unstamped	-	env	ConfigLoader.js:841,3293	yes	MOVE-TO-SETTINGS	trail behavior constant
E0013	env	ATR_TRAIL_MULTIPLIER	unstamped	-	env	ConfigLoader.js:840,3292	yes	MOVE-TO-SETTINGS	trail behavior constant
E0014	env	BACKTEST_FAST	unstamped	-	env	ConfigLoader.js:732; EnhancedPatternRecognition.js:556; run-empire-v2.js:1750	backtest-only	MOVE-TO-INTERNALS	implementation switch
E0015	env	BACKTEST_MODE	ecosystem.config.js:83	false	env-stamp	SingletonLock.js:28; TRAIDecisionModule.js:1029; run-empire-v2.js:1749	yes	MOVE-TO-INTERNALS	derive from PROFILE
E0016	env	BACKTEST_NO_PATTERN_SAVE	unstamped	-	env	ConfigLoader.js:733; TradingLoop.js:2162; UnifiedPatternMemory.js:230; run-empire-v2.js:1751	backtest-only	MOVE-TO-INTERNALS	implementation switch
E0017	env	BACKTEST_SILENT	unstamped	-	env	ConfigLoader.js:730; SingletonLock.js:40	backtest-only	MOVE-TO-INTERNALS	logging switch
E0018	env	BACKTEST_VERBOSE	unstamped	-	env	ConfigLoader.js:731; MarketRegimeDetector.js:278; LiquiditySweepDetector.js:229	backtest-only	MOVE-TO-INTERNALS	logging switch
E0019	env	BASE_POSITION_PCT	ecosystem.config.js:114	0.01	env-stamp	ConfigLoader.js:2918	yes	MOVE-TO-SETTINGS	duplicate name for BASE_POSITION_SIZE (stop-4 flag)
E0020	env	BASE_POSITION_SIZE	ecosystem.config.js:112	0.01	env-stamp	ConfigLoader.js:787,2324	yes	MOVE-TO-SETTINGS	core sizing input
E0021	env	BE_SCALEOUT_ENABLED	unstamped	-	env	ConfigLoader.js:802,2818	yes	MOVE-TO-SETTINGS	exit style toggle
E0022	env	BE_SCALEOUT_FEE_BUFFER	unstamped	-	env	ConfigLoader.js:806,2822	yes	MOVE-TO-SETTINGS	exit style constant
E0023	env	BE_SCALEOUT_FRACTION	unstamped	-	env	ConfigLoader.js:805,2821	yes	MOVE-TO-SETTINGS	exit style constant
E0024	env	BE_SCALEOUT_TRIGGER	unstamped	-	env	ConfigLoader.js:803,2819	yes	MOVE-TO-SETTINGS	exit style constant
E0025	env	BE_SCALEOUT_TRIGGER_PCT	unstamped	-	env	ConfigLoader.js:804,2820	yes	MOVE-TO-SETTINGS	exit style constant
E0026	env	BOOT_REST_HYDRATION_LIMIT	ecosystem.config.js:137	60	env-stamp	ConfigLoader.js:761,2960	yes	MOVE-TO-INTERNALS	boot mechanics
E0027	env	BOT_TIER	unstamped	-	env	ConfigLoader.js:1055	yes	MOVE-TO-INTERNALS	tier plumbing (dup of TRADING_TIER, S12)
E0028	env	BROKER	ecosystem.config.js:88	alpaca	env-stamp	ConfigLoader.js:969,2981,2984,2986; BotStateFrame.js:104,130; MultiAssetManager.js:40,52; UnifiedPatternMemory.js:201,202	yes	MOVE-TO-SETTINGS	broker selection is customer-facing
E0029	env	BROKER_ACCOUNT_ID	unstamped	-	env	ConfigLoader.js:984,2987	yes	MOVE-TO-INTERNALS	account plumbing
E0030	env	CANDLE_DATA_FILE	unstamped	-	env	ConfigLoader.js:727; BacktestRunner.js:410,411; UnifiedPatternMemory.js:194,195	backtest-only	MOVE-TO-INTERNALS	backtest data path
E0031	env	CANDLE_FILE	unstamped	-	env	ConfigLoader.js:728,3691; tools/strategy-parity.js:28	backtest-only	MOVE-TO-INTERNALS	backtest data path
E0032	env	CANDLE_SOURCE	ecosystem.config.js:87	live	env-stamp	ConfigLoader.js:720,3690; SingletonLock.js:26	yes	MOVE-TO-INTERNALS	derive from PROFILE
E0033	env	CANDLE_TIMEFRAME	ecosystem.config.js:94	15m	env-stamp	ConfigLoader.js:981,2985	yes	MOVE-TO-SETTINGS	customer-facing timeframe
E0034	env	CONFIRM_LIVE_TRADING	ecosystem.config.js:86	false	env-stamp	none	none	MOVE-TO-INTERNALS	derive from PROFILE (verified dead: zero readers, contradicts sort's LOADER+BYPASS)
E0035	env	DASHBOARD_BROKER_STATUS_DEDUPE_MAX_KEYS	unstamped	-	env	ConfigLoader.js:1049,3366	yes	MOVE-TO-INTERNALS	buffer/dedupe mechanics
E0036	env	DASHBOARD_EDGE_ANALYTICS_MAX_SCOPES	unstamped	-	env	ConfigLoader.js:1050,3367	yes	MOVE-TO-INTERNALS	buffer mechanics
E0037	env	DASHBOARD_ERROR_EVENT_DEDUPE_MAX_KEYS	unstamped	-	env	ConfigLoader.js:1048,3365	yes	MOVE-TO-INTERNALS	buffer mechanics
E0038	env	DASHBOARD_ERROR_EVENT_DEDUPE_MS	unstamped	-	env	ConfigLoader.js:1046,3363	yes	MOVE-TO-INTERNALS	dedupe timing
E0039	env	DASHBOARD_ERROR_EVENT_MESSAGE_MAX_LENGTH	unstamped	-	env	ConfigLoader.js:1047,3364	yes	MOVE-TO-INTERNALS	display constant
E0040	env	DIRECTION_FILTER	ecosystem.config.js:97	both	env-stamp	none	none	MOVE-TO-SETTINGS	verified dead: zero readers; real value is launchProfiles.paper long_only (TradingLoop.js:692); contradicts sort's LOADER+BYPASS
E0041	env	DOTENV_CONFIG_PATH	unstamped	-	env	ConfigLoader.js:740,1479	yes	KEEP-AS-CODE-CONSTANT	stays in .env (bootstrap)
E0042	env	ENABLE_BREAKRETEST	ecosystem.config.js:187	true	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0043	env	ENABLE_DASHBOARD	ecosystem.config.js:106	true	env-stamp	ConfigLoader.js:1029,3683	yes	MOVE-TO-SETTINGS	dashboard on/off customer-facing
E0044	env	ENABLE_DONCHIAN	ecosystem.config.js:191	true	env-stamp	none	none	MOVE-TO-SETTINGS	verified dead: zero readers, contradicts sort's LOADER
E0045	env	ENABLE_DYNAMIC_SIZING	ecosystem.config.js:108	true	env-stamp	ConfigLoader.js:3650	yes	MOVE-TO-SETTINGS	sizing mode customer-facing
E0046	env	ENABLE_EMA_TREND_RETEST	ecosystem.config.js:193	true	env-stamp	none	none	MOVE-TO-SETTINGS	verified dead: zero readers, contradicts sort's LOADER
E0047	env	ENABLE_MTF	ecosystem.config.js:174	true	env-stamp	none	none	MOVE-TO-SETTINGS	verified dead: zero readers, contradicts sort's BYPASS
E0048	env	ENABLE_MTF_CONFLUENCE_BOOSTER	ecosystem.config.js:175	true	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0049	env	ENABLE_NOWICK	ecosystem.config.js:189	true	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0050	env	ENABLE_ORB	ecosystem.config.js:190	true	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0051	env	ENABLE_PROPSAFE_EMA	ecosystem.config.js:192	true	env-stamp	none	none	MOVE-TO-SETTINGS	verified dead: zero readers, contradicts sort's LOADER
E0052	env	ENABLE_RSI2_MR	ecosystem.config.js:194	true	env-stamp	none	none	MOVE-TO-SETTINGS	verified dead: zero readers, contradicts sort's LOADER
E0053	env	ENABLE_SMS	ecosystem.config.js:188	true	env-stamp	none	none	MOVE-TO-SETTINGS	verified dead: zero readers, contradicts sort's BYPASS
E0054	env	ENABLE_STRATEGY_MTF_CONFLUENCE	ecosystem.config.js:176	true	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0055	env	ENABLE_TRAI	ecosystem.config.js:101	true	env-stamp	ConfigLoader.js:999,3681; run-empire-v2.js:1755 (log line)	yes	MOVE-TO-SETTINGS	TrAI master switch; init fails on box (2x)
E0056	env	ENABLE_TSMOM	ecosystem.config.js:195	true	env-stamp	none	none	MOVE-TO-SETTINGS	verified dead: zero readers, contradicts sort's LOADER
E0057	env	ENTRY_CONSISTENCY_CAP_BUFFER	ecosystem.config.js:121	0.98	env-stamp	ConfigLoader.js:2926	yes	MOVE-TO-SETTINGS	entry sizing buffer
E0058	env	ENTRY_DAILY_LOSS_RISK_FRACTION	ecosystem.config.js:122	1.0	env-stamp	ConfigLoader.js:2927	yes	MOVE-TO-SETTINGS	entry risk fraction
E0059	env	ENTRY_MAX_STOCK_NOTIONAL	ecosystem.config.js:120	5000	env-stamp	ConfigLoader.js:2925	yes	MOVE-TO-SETTINGS	entry cap customer changes
E0060	env	ENTRY_MAX_STOCK_SHARES	ecosystem.config.js:119	0	env-stamp	ConfigLoader.js:2924	yes	MOVE-TO-SETTINGS	entry cap
E0061	env	ENTRY_MIN_STOCK_SHARES	ecosystem.config.js:118	2	env-stamp	ConfigLoader.js:2923	yes	MOVE-TO-SETTINGS	entry floor
E0062	env	ENTRY_STOCK_SHARE_RANGE_ENABLED	ecosystem.config.js:117	true	env-stamp	ConfigLoader.js:2922	yes	MOVE-TO-SETTINGS	entry range toggle
E0063	env	EVAL_RULES_ENABLED	ecosystem.config.js:154	true	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0064	env	EVAL_TRACE_BACKTEST	unstamped	-	env	ConfigLoader.js:755	backtest-only	MOVE-TO-INTERNALS	diagnostic flag
E0065	env	EVAL_TRACE_ENABLED	unstamped	-	env	ConfigLoader.js:754	yes	MOVE-TO-INTERNALS	diagnostic flag
E0066	env	EXECUTION_MODE	ecosystem.config.js:82	paper	env-stamp	BotStateFrame.js:137; SingletonLock.js:27; ogzprime-ssl-server.js:1319	yes	MOVE-TO-INTERNALS	derive from PROFILE; bypass-only, mode.execution comes from launchProfile
E0067	env	EXIT_SYSTEM	ecosystem.config.js:130	legacy	env-stamp	ConfigLoader.js:862,2471	yes	MOVE-TO-SETTINGS	overrides loader default maxprofit; running bot on legacy by override
E0068	env	FAST_BACKTEST	unstamped	-	env	ConfigLoader.js:734	backtest-only	MOVE-TO-INTERNALS	backtest switch
E0069	env	FEE_MAKER	ecosystem.config.js:134	0	env-stamp	ConfigLoader.js:659,3254; run-empire-v2.js:1752 (log)	yes	MOVE-TO-SETTINGS	fee model input; per-broker mismatch flagged
E0070	env	FEE_MIN_ORDER	ecosystem.config.js:133	0.75	env-stamp	ConfigLoader.js:880,3260	yes	MOVE-TO-SETTINGS	fee model input
E0071	env	FEE_MODEL	ecosystem.config.js:131	per_share_minimum	env-stamp	ConfigLoader.js:875,3253	yes	MOVE-TO-SETTINGS	per-broker fee mismatch (Alpaca charges no per-share; stop-4 flag)
E0072	env	FEE_PER_SHARE	ecosystem.config.js:132	0.005	env-stamp	ConfigLoader.js:879,3259	yes	MOVE-TO-SETTINGS	fee model input
E0073	env	FEE_SLIPPAGE	ecosystem.config.js:136	0.0005	env-stamp	ConfigLoader.js:3256	yes	MOVE-TO-SETTINGS	fee/slippage assumption
E0074	env	FEE_TAKER	ecosystem.config.js:135	0	env-stamp	ConfigLoader.js:660,3255; run-empire-v2.js:1753 (log)	yes	MOVE-TO-SETTINGS	fee model input
E0075	env	FINAL_TARGET	ecosystem.config.js:126	0.025	env-stamp	ConfigLoader.js:870,2485	yes	MOVE-TO-SETTINGS	tier target customer changes
E0076	env	FRESH_START	unstamped	-	env	ConfigLoader.js:735	backtest-only	MOVE-TO-INTERNALS	backtest switch
E0077	env	GAP_BACKFILL_BUFFER_CANDLES	ecosystem.config.js:148	5	env-stamp	ConfigLoader.js:772,2971	yes	MOVE-TO-INTERNALS	data-feed mechanics
E0078	env	GAP_BACKFILL_RETRY_DELAY_MS	ecosystem.config.js:150	60000	env-stamp	ConfigLoader.js:774,2973	yes	MOVE-TO-INTERNALS	data-feed mechanics
E0079	env	GAP_RECOVERY_CLEAN_CANDLES_REQUIRED	ecosystem.config.js:149	3	env-stamp	ConfigLoader.js:773,2972	yes	MOVE-TO-INTERNALS	data-feed mechanics
E0080	env	GAP_THRESHOLD_MULTIPLIER	ecosystem.config.js:147	1.5	env-stamp	ConfigLoader.js:771,2970	yes	MOVE-TO-INTERNALS	data-feed mechanics
E0081	env	INITIAL_BALANCE	ecosystem.config.js:28	passthrough	env-stamp	ConfigLoader.js:729	backtest-only	MOVE-TO-SETTINGS	starting capital customer-facing; .env passthrough not literal pm2 value
E0082	env	JOURNAL_DATA_DIR	ecosystem.config.js:96	/opt/ogzprime/OGZPMLV2/data/journal	env-stamp	ConfigLoader.js:658	yes	MOVE-TO-INTERNALS	filesystem path
E0083	env	KRAKEN_API_KEY	unstamped	-	.env	ConfigLoader.js:974; BotStateFrame.js:119	none	KEEP-AS-CODE-CONSTANT	stays in .env (credential); Kraken unused while BROKER=alpaca
E0084	env	KRAKEN_API_SECRET	unstamped	-	.env	ConfigLoader.js:975	none	KEEP-AS-CODE-CONSTANT	stays in .env (credential)
E0085	env	LIVENESS_ACTIVE_TIMEFRAME_MULTIPLIER	ecosystem.config.js:141	1.5	env-stamp	ConfigLoader.js:765,2964	yes	MOVE-TO-INTERNALS	liveness mechanics
E0086	env	LIVENESS_ACTIVE_TIMEFRAME_SLACK_MS	ecosystem.config.js:142	60000	env-stamp	ConfigLoader.js:766,2965	yes	MOVE-TO-INTERNALS	liveness mechanics
E0087	env	LIVENESS_BACKFILL_LIMIT	ecosystem.config.js:138	10	env-stamp	ConfigLoader.js:762,2961	yes	MOVE-TO-INTERNALS	liveness mechanics
E0088	env	LIVENESS_CHECK_INTERVAL_MS	ecosystem.config.js:139	60000	env-stamp	ConfigLoader.js:763,2962	yes	MOVE-TO-INTERNALS	liveness mechanics
E0089	env	LIVENESS_EXPECTED_QUIET_LOG_INTERVAL_MS	ecosystem.config.js:151	300000	env-stamp	ConfigLoader.js:775,2974	yes	MOVE-TO-INTERNALS	log timing
E0090	env	LIVENESS_MAX_BACKFILL_AGE_MULTIPLIER	ecosystem.config.js:143	2	env-stamp	ConfigLoader.js:767,2966	yes	MOVE-TO-INTERNALS	liveness mechanics
E0091	env	LIVENESS_MAX_BACKFILL_AGE_SLACK_MS	ecosystem.config.js:144	60000	env-stamp	ConfigLoader.js:768,2967	yes	MOVE-TO-INTERNALS	liveness mechanics
E0092	env	LIVENESS_MAX_DATA_SILENCE_MS	ecosystem.config.js:140	120000	env-stamp	ConfigLoader.js:764,2963	yes	MOVE-TO-INTERNALS	liveness mechanics
E0093	env	LIVE_TRADING	ecosystem.config.js:85	false	env-stamp	BotStateFrame.js:142; scripts/generate-live-proof.js:242,299	yes	MOVE-TO-INTERNALS	derive from PROFILE; bypass-only
E0094	env	MASR_MTF_1H_TREND_CONFLICT_MULT	ecosystem.config.js:184	0.95	env-stamp	ConfigLoader.js:3209	yes	MOVE-TO-SETTINGS	confluence weight affects entries
E0095	env	MAX_CONFIDENCE	unstamped	-	env	ConfigLoader.js:782,2265	yes	MOVE-TO-SETTINGS	confidence ceiling
E0096	env	MAX_HOLD_MINUTES	unstamped	-	env	ConfigLoader.js:861	yes	MOVE-TO-SETTINGS	one of 4 max-hold owners (stop-4 flag)
E0097	env	MAX_POSITIONS	unstamped	-	env	ConfigLoader.js:789,2326	yes	MOVE-TO-SETTINGS	position count cap
E0098	env	MAX_POSITION_PCT	ecosystem.config.js:115	0.05	env-stamp	ConfigLoader.js:2919	yes	MOVE-TO-SETTINGS	duplicate name for MAX_POSITION_SIZE_PCT (stop-4 flag)
E0099	env	MAX_POSITION_SIZE_PCT	ecosystem.config.js:113	0.05	env-stamp	ConfigLoader.js:788,2325	yes	MOVE-TO-SETTINGS	core sizing cap
E0100	env	MIN_STRATEGY_CONFIDENCE	unstamped	-	env	ConfigLoader.js:781,2266	yes	MOVE-TO-SETTINGS	entry confidence floor
E0101	env	MIN_TRADE_CONFIDENCE	ecosystem.config.js:109	0.5	env-stamp	ConfigLoader.js:374,1246-1247	yes	MOVE-TO-SETTINGS	profile-owned; env stamp coincides in value but overridden, not effective source
E0102	env	MTF_BOOSTER_BOOST_MTF_CANDIDATE	ecosystem.config.js:183	false	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0103	env	MTF_BOOSTER_CONFLICT_MULT	ecosystem.config.js:181	0.88	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0104	env	MTF_BOOSTER_MAX_MULT	ecosystem.config.js:180	1.15	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0105	env	MTF_BOOSTER_MIN_CONFIDENCE	ecosystem.config.js:178	0.45	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0106	env	MTF_BOOSTER_MIN_SCORE	ecosystem.config.js:177	0.30	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0107	env	MTF_BOOSTER_PENALIZE_CONFLICTS	ecosystem.config.js:182	true	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0108	env	MTF_BOOSTER_STRENGTH_MULT	ecosystem.config.js:179	0.20	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0109	env	MTF_MISSING_HIGHER_TF_MULT	ecosystem.config.js:186	1.00	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0110	env	MTF_TIMEFRAMES	unstamped	-	env	ConfigLoader.js:846	yes	MOVE-TO-SETTINGS	confluence timeframe list
E0111	env	NODE_ENV	ecosystem.config.js:80	production	env-stamp	server/dashboard-session-auth.js:101,113; instrument.js:57 (Amp census missed this site)	yes	KEEP-AS-CODE-CONSTANT	stays in .env (bootstrap)
E0112	env	PAPER_TRADING	ecosystem.config.js:84	true	env-stamp	BotStateFrame.js:143; instrument.js:57 (Amp census missed)	yes	MOVE-TO-INTERNALS	derive from PROFILE; bypass-only
E0113	env	PRIMARY_ASSET	ecosystem.config.js:91	TSLA	env-stamp	none	none	MOVE-TO-SETTINGS	verified dead: zero readers anywhere (direct grep + Amp census); contradicts sort's BYPASS
E0114	env	PROFILE	ecosystem.config.js:81	paper	env-stamp	ConfigLoader.js:549	yes	KEEP-AS-CODE-CONSTANT	stays in .env - the one key allowed to remain
E0115	env	RSI_MTF_4H_TREND_CONFLICT_MULT	ecosystem.config.js:185	0.95	env-stamp	ConfigLoader.js:3215	yes	MOVE-TO-SETTINGS	confluence weight affects entries
E0116	env	SENTRY_DSN	unstamped	-	.env	ConfigLoader.js:748	yes	KEEP-AS-CODE-CONSTANT	stays in .env (credential)
E0117	env	SENTRY_ENABLED	unstamped	-	env	ConfigLoader.js:749	yes	MOVE-TO-INTERNALS	diagnostic toggle
E0118	env	SIGNALSTACK_WEBHOOK_URL	ecosystem.config.js:19	passthrough	env-stamp	ConfigLoader.js:992	yes	KEEP-AS-CODE-CONSTANT	stays in .env (credential)
E0119	env	STALE_DATA_MAX_AGE_MS	ecosystem.config.js:145	120000	env-stamp	ConfigLoader.js:769,2968	yes	MOVE-TO-INTERNALS	data-feed mechanics
E0120	env	STALE_DATA_RECOVERY_AGE_MS	ecosystem.config.js:146	30000	env-stamp	ConfigLoader.js:770,2969	yes	MOVE-TO-INTERNALS	data-feed mechanics
E0121	env	STATE_FILE	ecosystem.config.js:95	data/state-paper.json	env-stamp	ConfigLoader.js:741	yes	MOVE-TO-INTERNALS	derive from PROFILE
E0122	env	STOP_LOSS_PERCENT	unstamped	-	.env	ConfigLoader.js:857,2467; scripts/generate-live-proof.js:241	yes	MOVE-TO-SETTINGS	box .env sets 1.5 (executed evidence); July 10 credentials-only amendment violated on box
E0123	env	SUBSCRIPTION_TIER	unstamped	-	env	ConfigLoader.js:1058	yes	MOVE-TO-INTERNALS	tier plumbing
E0124	env	SYMBOL_LOSS_COOLDOWN_CONSECUTIVE_LOSSES	ecosystem.config.js:99	2	env-stamp	ConfigLoader.js:795	yes	DELETE-AS-DEAD	RULED Sept 6 delete everywhere
E0125	env	SYMBOL_LOSS_COOLDOWN_ENABLED	ecosystem.config.js:98	true	env-stamp	ConfigLoader.js:794	yes	DELETE-AS-DEAD	RULED Sept 6 delete everywhere
E0126	env	SYMBOL_LOSS_COOLDOWN_MINUTES	ecosystem.config.js:100	120	env-stamp	ConfigLoader.js:796	yes	DELETE-AS-DEAD	RULED Sept 6 delete everywhere
E0127	env	TAKE_PROFIT_PERCENT	unstamped	-	.env	ConfigLoader.js:858,2468	yes	MOVE-TO-SETTINGS	box .env sets 2 (executed evidence); July 10 amendment violated
E0128	env	TIER1_EXIT_FRACTION	ecosystem.config.js:127	0.30	env-stamp	ConfigLoader.js:810,2837	yes	MOVE-TO-SETTINGS	tiered exit fraction
E0129	env	TIER1_TARGET	ecosystem.config.js:123	0.007	env-stamp	ConfigLoader.js:867,2482	yes	MOVE-TO-SETTINGS	tier target
E0130	env	TIER2_EXIT_FRACTION	ecosystem.config.js:128	0.30	env-stamp	ConfigLoader.js:811,2838	yes	MOVE-TO-SETTINGS	tiered exit fraction
E0131	env	TIER2_TARGET	ecosystem.config.js:124	0.010	env-stamp	ConfigLoader.js:868,2483	yes	MOVE-TO-SETTINGS	tier target
E0132	env	TIER3_EXIT_FRACTION	ecosystem.config.js:129	0.20	env-stamp	ConfigLoader.js:812,2839	yes	MOVE-TO-SETTINGS	tiered exit fraction
E0133	env	TIER3_TARGET	ecosystem.config.js:125	0.015	env-stamp	ConfigLoader.js:869,2484	yes	MOVE-TO-SETTINGS	tier target
E0134	env	TIERED_EXIT_ENABLED	unstamped	-	env	ConfigLoader.js:809,2834	yes	MOVE-TO-SETTINGS	exit style toggle (on with 3 other exit layers, stop-6 flag)
E0135	env	TIER_HIGH_CONF_MULT	unstamped	-	env	ConfigLoader.js:817,2849	yes	MOVE-TO-SETTINGS	tiered exit constant
E0136	env	TIER_HIGH_CONF_THRESHOLD	unstamped	-	env	ConfigLoader.js:816,2848	yes	MOVE-TO-SETTINGS	tiered exit constant
E0137	env	TIER_LOW_CONF_MULT	unstamped	-	env	ConfigLoader.js:819,2851	yes	MOVE-TO-SETTINGS	tiered exit constant
E0138	env	TIER_LOW_CONF_THRESHOLD	unstamped	-	env	ConfigLoader.js:818,2850	yes	MOVE-TO-SETTINGS	tiered exit constant
E0139	env	TIER_MARKET_ADAPTATION_ENABLED	unstamped	-	env	ConfigLoader.js:813,2843	yes	MOVE-TO-SETTINGS	tiered exit toggle
E0140	env	TIER_RANGE_MULT	unstamped	-	env	ConfigLoader.js:815,2845	yes	MOVE-TO-SETTINGS	tiered exit constant
E0141	env	TIER_TREND_MULT	unstamped	-	env	ConfigLoader.js:814,2844	yes	MOVE-TO-SETTINGS	tiered exit constant
E0142	env	TRACE_EVENT_MAX_BUFFERED_BYTES	unstamped	-	env	ConfigLoader.js:756	yes	MOVE-TO-INTERNALS	buffer size
E0143	env	TRADE_INTELLIGENCE_SHADOW	unstamped	-	env	ConfigLoader.js:1057	yes	MOVE-TO-INTERNALS	shadow-mode flag
E0144	env	TRADING_INTERVAL	unstamped	-	env	ConfigLoader.js:982	yes	MOVE-TO-INTERNALS	poll interval
E0145	env	TRADING_PAIR	ecosystem.config.js:92	TSLA	env-stamp	ConfigLoader.js:980,2984; MultiAssetManager.js:47; UnifiedPatternMemory.js:193	yes	MOVE-TO-SETTINGS	symbol selection customer-facing
E0146	env	TRADING_PROFILE	unstamped	-	env	ConfigLoader.js:1056	none	MOVE-TO-SETTINGS	read only for banner log line; sixth dead-beyond-banner profile notion
E0147	env	TRAILING_ACTIVATION	unstamped	-	env	ConfigLoader.js:860,2470	yes	MOVE-TO-SETTINGS	trail activation threshold
E0148	env	TRAILING_STOP_PERCENT	unstamped	-	.env	ConfigLoader.js:859,2469	yes	MOVE-TO-SETTINGS	box .env sets 0.035 (executed evidence); July 10 amendment violated
E0149	env	TRAIL_ATR_MULTIPLIER	unstamped	-	env	ConfigLoader.js:956,2863; core/exit/DynamicTrailingStop.js:41 (unwired class)	yes	MOVE-TO-SETTINGS	trail constant
E0150	env	TRAIL_MIN_ACTIVATION	unstamped	-	env	ConfigLoader.js:957,2862; DynamicTrailingStop.js:45 (unwired)	yes	MOVE-TO-SETTINGS	trail constant
E0151	env	TRAIL_STRUCTURE_TIGHTEN	unstamped	-	env	ConfigLoader.js:959,2865; DynamicTrailingStop.js:51 (unwired)	yes	MOVE-TO-SETTINGS	trail constant; nearestStructure feed unverified (stop 6)
E0152	env	TRAIL_TREND_WIDEN	unstamped	-	env	ConfigLoader.js:958,2864; DynamicTrailingStop.js:48 (unwired)	yes	MOVE-TO-SETTINGS	trail constant
E0153	env	TRAI_ENABLE_BACKTEST	ecosystem.config.js:105	true	env-stamp	ConfigLoader.js:1006,3682	yes	MOVE-TO-SETTINGS	TrAI backtest switch
E0154	env	TRAI_MAX_CONF	unstamped	-	env	ConfigLoader.js:1005	yes	MOVE-TO-SETTINGS	TrAI confidence bound
E0155	env	TRAI_MAX_RISK	unstamped	-	env	ConfigLoader.js:1003	yes	MOVE-TO-SETTINGS	TrAI risk bound
E0156	env	TRAI_MIN_CONF	unstamped	-	env	ConfigLoader.js:1004	yes	MOVE-TO-SETTINGS	TrAI confidence bound
E0157	env	TRAI_MODE	ecosystem.config.js:102	passive	env-stamp	ConfigLoader.js:1000	yes	MOVE-TO-SETTINGS	TrAI mode
